,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,org:group,case:concept:name,case:variant,case:variant-index,case:creator
157,Completed-Closed,complete,Joris-Org line A2,2012-01-18 13:26:41+00:00,Completed-Closed,Joris,Org line A2,1-335260940,Variant 90,90,Fluxicon Disco
158,Unmatched-Unmatched,complete,Lars-Org line A2,2009-12-04 11:10:14+00:00,Unmatched-Unmatched,Lars,Org line A2,1-337229341,Variant 91,91,Fluxicon Disco
159,Accepted-Assigned,complete,Lars-Org line A2,2010-11-29 10:52:49+00:00,Accepted-Assigned,Lars,Org line A2,1-337229341,Variant 91,91,Fluxicon Disco
160,Accepted-In Progress,complete,Lars-Org line A2,2012-04-14 15:22:00+00:00,Accepted-In Progress,Lars,Org line A2,1-337229341,Variant 91,91,Fluxicon Disco
161,Completed-Closed,complete,Lars-Org line A2,2012-04-14 15:22:21+00:00,Completed-Closed,Lars,Org line A2,1-337229341,Variant 91,91,Fluxicon Disco
162,Accepted-In Progress,complete,Andre-Org line A2,2009-12-14 13:29:17+00:00,Accepted-In Progress,Andre,Org line A2,1-338946805,Variant 4,4,Fluxicon Disco
163,Accepted-In Progress,complete,Andre-Org line A2,2012-01-10 08:32:43+00:00,Accepted-In Progress,Andre,Org line A2,1-338946805,Variant 4,4,Fluxicon Disco
164,Completed-Closed,complete,Andre-Org line A2,2012-01-10 08:33:57+00:00,Completed-Closed,Andre,Org line A2,1-338946805,Variant 4,4,Fluxicon Disco
165,Accepted-In Progress,complete,Minnie-Org line A2,2009-12-16 11:59:24+00:00,Accepted-In Progress,Minnie,Org line A2,1-339798202,Variant 4,4,Fluxicon Disco
166,Accepted-In Progress,complete,Minnie-Org line A2,2012-03-15 11:21:25+00:00,Accepted-In Progress,Minnie,Org line A2,1-339798202,Variant 4,4,Fluxicon Disco
167,Completed-Closed,complete,Minnie-Org line A2,2012-03-15 11:21:47+00:00,Completed-Closed,Minnie,Org line A2,1-339798202,Variant 4,4,Fluxicon Disco
168,Accepted-In Progress,complete,Kenny-Org line A2,2009-12-16 19:47:26+00:00,Accepted-In Progress,Kenny,Org line A2,1-339889001,Variant 4,4,Fluxicon Disco
169,Accepted-In Progress,complete,Kenny-Org line A2,2012-03-14 12:04:51+00:00,Accepted-In Progress,Kenny,Org line A2,1-339889001,Variant 4,4,Fluxicon Disco
170,Completed-Closed,complete,Kenny-Org line A2,2012-03-14 12:07:29+00:00,Completed-Closed,Kenny,Org line A2,1-339889001,Variant 4,4,Fluxicon Disco
171,Accepted-In Progress,complete,Jüri-Org line A2,2009-12-22 08:09:31+00:00,Accepted-In Progress,Jüri,Org line A2,1-340984229,Variant 42,42,Fluxicon Disco
172,Unmatched-Unmatched,complete,Jüri-Org line A2,2009-12-22 08:25:22+00:00,Unmatched-Unmatched,Jüri,Org line A2,1-340984229,Variant 42,42,Fluxicon Disco
173,Completed-Closed,complete,Jüri-Org line A2,2012-02-01 11:38:06+00:00,Completed-Closed,Jüri,Org line A2,1-340984229,Variant 42,42,Fluxicon Disco
174,Accepted-Wait,complete,Jüri-Org line A2,2009-12-22 09:56:03+00:00,Accepted-Wait,Jüri,Org line A2,1-341002175,Variant 33,33,Fluxicon Disco
175,Accepted-In Progress,complete,Jüri-Org line A2,2012-02-01 11:39:50+00:00,Accepted-In Progress,Jüri,Org line A2,1-341002175,Variant 33,33,Fluxicon Disco
176,Completed-Closed,complete,Jüri-Org line A2,2012-02-01 11:40:25+00:00,Completed-Closed,Jüri,Org line A2,1-341002175,Variant 33,33,Fluxicon Disco
177,Accepted-In Progress,complete,Lena-Org line A2,2010-01-05 15:42:20+00:00,Accepted-In Progress,Lena,Org line A2,1-342442140,Variant 1,1,Fluxicon Disco
178,Completed-Closed,complete,Lena-Org line A2,2012-03-20 15:14:00+00:00,Completed-Closed,Lena,Org line A2,1-342442140,Variant 1,1,Fluxicon Disco
179,Accepted-In Progress,complete,Tomas-Org line A2,2010-01-14 09:34:54+00:00,Accepted-In Progress,Tomas,Org line A2,1-345132462,Variant 92,92,Fluxicon Disco
180,Accepted-Wait,complete,Tomas-Org line A2,2010-01-27 09:43:29+00:00,Accepted-Wait,Tomas,Org line A2,1-345132462,Variant 92,92,Fluxicon Disco
181,Accepted-Assigned,complete,Tomas-Org line A2,2010-02-03 09:20:05+00:00,Accepted-Assigned,Tomas,Org line A2,1-345132462,Variant 92,92,Fluxicon Disco
182,Accepted-Wait,complete,Tomas-Org line A2,2010-02-22 07:33:08+00:00,Accepted-Wait,Tomas,Org line A2,1-345132462,Variant 92,92,Fluxicon Disco
183,Accepted-In Progress,complete,Tomas-Org line A2,2011-09-01 22:17:47+00:00,Accepted-In Progress,Tomas,Org line A2,1-345132462,Variant 92,92,Fluxicon Disco
184,Accepted-In Progress,complete,Carrie-Org line A2,2012-02-01 09:24:17+00:00,Accepted-In Progress,Carrie,Org line A2,1-345132462,Variant 92,92,Fluxicon Disco
185,Completed-Closed,complete,Carrie-Org line A2,2012-02-01 09:24:59+00:00,Completed-Closed,Carrie,Org line A2,1-345132462,Variant 92,92,Fluxicon Disco
186,Accepted-In Progress,complete,Mats-Org line C,2010-01-14 14:02:21+00:00,Accepted-In Progress,Mats,Org line C,1-345255471,Variant 31,31,Fluxicon Disco
187,Queued-Awaiting Assignment,complete,Mats-Org line C,2010-01-15 14:10:22+00:00,Queued-Awaiting Assignment,Mats,Org line C,1-345255471,Variant 31,31,Fluxicon Disco
188,Queued-Awaiting Assignment,complete,Mats-Org line C,2011-09-23 13:06:05+00:00,Queued-Awaiting Assignment,Mats,Org line C,1-345255471,Variant 31,31,Fluxicon Disco
189,Accepted-In Progress,complete,Mats-Org line C,2012-02-08 07:11:21+00:00,Accepted-In Progress,Mats,Org line C,1-345255471,Variant 31,31,Fluxicon Disco
190,Completed-Closed,complete,Mats-Org line C,2012-02-08 07:14:29+00:00,Completed-Closed,Mats,Org line C,1-345255471,Variant 31,31,Fluxicon Disco
191,Accepted-In Progress,complete,Daniel-Org line A2,2010-01-21 15:42:26+00:00,Accepted-In Progress,Daniel,Org line A2,1-347461373,Variant 4,4,Fluxicon Disco
192,Accepted-In Progress,complete,Daniel-Org line A2,2012-04-11 14:38:17+00:00,Accepted-In Progress,Daniel,Org line A2,1-347461373,Variant 4,4,Fluxicon Disco
193,Completed-Closed,complete,Daniel-Org line A2,2012-04-11 14:39:02+00:00,Completed-Closed,Daniel,Org line A2,1-347461373,Variant 4,4,Fluxicon Disco
194,Accepted-In Progress,complete,Ann-Org line A2,2010-01-25 06:44:36+00:00,Accepted-In Progress,Ann,Org line A2,1-347924629,Variant 14,14,Fluxicon Disco
195,Accepted-Assigned,complete,Ann-Org line A2,2011-12-16 09:26:27+00:00,Accepted-Assigned,Ann,Org line A2,1-347924629,Variant 14,14,Fluxicon Disco
196,Accepted-Wait,complete,Ann-Org line A2,2012-03-30 11:09:18+00:00,Accepted-Wait,Ann,Org line A2,1-347924629,Variant 14,14,Fluxicon Disco
197,Completed-Closed,complete,Ann-Org line A2,2012-03-30 11:24:18+00:00,Completed-Closed,Ann,Org line A2,1-347924629,Variant 14,14,Fluxicon Disco
198,Accepted-In Progress,complete,Roger-Org line A2,2010-01-25 08:19:08+00:00,Accepted-In Progress,Roger,Org line A2,1-347923966,Variant 71,71,Fluxicon Disco
199,Accepted-Assigned,complete,Roger-Org line A2,2010-02-08 10:41:12+00:00,Accepted-Assigned,Roger,Org line A2,1-347923966,Variant 71,71,Fluxicon Disco
200,Accepted-In Progress,complete,Roger-Org line A2,2010-03-03 14:54:09+00:00,Accepted-In Progress,Roger,Org line A2,1-347923966,Variant 71,71,Fluxicon Disco
201,Accepted-Assigned,complete,Barbara-Org line A2,2010-03-03 14:54:25+00:00,Accepted-Assigned,Barbara,Org line A2,1-347923966,Variant 71,71,Fluxicon Disco
202,Accepted-In Progress,complete,Barbara-Org line A2,2012-03-28 12:39:46+00:00,Accepted-In Progress,Barbara,Org line A2,1-347923966,Variant 71,71,Fluxicon Disco
203,Completed-Closed,complete,Barbara-Org line A2,2012-03-28 12:39:49+00:00,Completed-Closed,Barbara,Org line A2,1-347923966,Variant 71,71,Fluxicon Disco
204,Accepted-In Progress,complete,Anders-Org line A2,2010-01-27 12:58:09+00:00,Accepted-In Progress,Anders,Org line A2,1-349857482,Variant 1,1,Fluxicon Disco
205,Completed-Closed,complete,Anders-Org line A2,2012-02-29 11:20:13+00:00,Completed-Closed,Anders,Org line A2,1-349857482,Variant 1,1,Fluxicon Disco
206,Accepted-In Progress,complete,Daniel-Org line A2,2010-02-02 14:50:20+00:00,Accepted-In Progress,Daniel,Org line A2,1-351187625,Variant 4,4,Fluxicon Disco
207,Accepted-In Progress,complete,Daniel-Org line A2,2012-04-11 14:39:33+00:00,Accepted-In Progress,Daniel,Org line A2,1-351187625,Variant 4,4,Fluxicon Disco
208,Completed-Closed,complete,Daniel-Org line A2,2012-04-11 14:40:09+00:00,Completed-Closed,Daniel,Org line A2,1-351187625,Variant 4,4,Fluxicon Disco
209,Accepted-In Progress,complete,Ewa-Org line A2,2010-02-03 08:34:32+00:00,Accepted-In Progress,Ewa,Org line A2,1-351314317,Variant 2,2,Fluxicon Disco
210,Queued-Awaiting Assignment,complete,Ewa-Org line A2,2010-02-03 08:45:18+00:00,Queued-Awaiting Assignment,Ewa,Org line A2,1-351314317,Variant 2,2,Fluxicon Disco
211,Accepted-In Progress,complete,Ewa-Org line A2,2010-02-03 09:40:51+00:00,Accepted-In Progress,Ewa,Org line A2,1-351314317,Variant 2,2,Fluxicon Disco
212,Accepted-Assigned,complete,Ewa-Org line A2,2010-02-03 09:40:58+00:00,Accepted-Assigned,Ewa,Org line A2,1-351314317,Variant 2,2,Fluxicon Disco
213,Accepted-In Progress,complete,Ewa-Org line A2,2011-12-20 21:25:19+00:00,Accepted-In Progress,Ewa,Org line A2,1-351314317,Variant 2,2,Fluxicon Disco
214,Completed-Closed,complete,Ewa-Org line A2,2012-01-03 12:13:02+00:00,Completed-Closed,Ewa,Org line A2,1-351314317,Variant 2,2,Fluxicon Disco
215,Accepted-In Progress,complete,Carrie-Org line A2,2010-02-05 09:00:12+00:00,Accepted-In Progress,Carrie,Org line A2,1-351869391,Variant 4,4,Fluxicon Disco
216,Accepted-In Progress,complete,Carrie-Org line A2,2012-02-23 13:34:50+00:00,Accepted-In Progress,Carrie,Org line A2,1-351869391,Variant 4,4,Fluxicon Disco
217,Completed-Closed,complete,Carrie-Org line A2,2012-02-23 13:37:00+00:00,Completed-Closed,Carrie,Org line A2,1-351869391,Variant 4,4,Fluxicon Disco
218,Queued-Awaiting Assignment,complete,Martin-Org line C,2010-02-12 13:00:54+00:00,Queued-Awaiting Assignment,Martin,Org line C,1-353818791,Variant 22,22,Fluxicon Disco
219,Accepted-In Progress,complete,Martin-Org line C,2010-02-12 13:01:08+00:00,Accepted-In Progress,Martin,Org line C,1-353818791,Variant 22,22,Fluxicon Disco
220,Queued-Awaiting Assignment,complete,Martin-Org line C,2010-10-28 17:15:39+00:00,Queued-Awaiting Assignment,Martin,Org line C,1-353818791,Variant 22,22,Fluxicon Disco
221,Accepted-In Progress,complete,Björn-Org line C,2010-10-29 15:11:03+00:00,Accepted-In Progress,Björn,Org line C,1-353818791,Variant 22,22,Fluxicon Disco
222,Completed-Closed,complete,Björn-Org line C,2012-04-04 13:41:41+00:00,Completed-Closed,Björn,Org line C,1-353818791,Variant 22,22,Fluxicon Disco
223,Accepted-In Progress,complete,Carolyn-Org line G3,2010-02-15 06:41:51+00:00,Accepted-In Progress,Carolyn,Org line G3,1-354039443,Variant 20,20,Fluxicon Disco
224,Accepted-In Progress,complete,Carolyn-Org line G3,2010-02-15 06:48:52+00:00,Accepted-In Progress,Carolyn,Org line G3,1-354039443,Variant 20,20,Fluxicon Disco
225,Accepted-Assigned,complete,Carolyn-Org line G3,2010-02-15 11:10:30+00:00,Accepted-Assigned,Carolyn,Org line G3,1-354039443,Variant 20,20,Fluxicon Disco
226,Accepted-In Progress,complete,Ewa-Org line G3,2011-12-28 14:05:47+00:00,Accepted-In Progress,Ewa,Org line G3,1-354039443,Variant 20,20,Fluxicon Disco
227,Completed-Closed,complete,Ewa-Org line G3,2012-01-30 11:29:51+00:00,Completed-Closed,Ewa,Org line G3,1-354039443,Variant 20,20,Fluxicon Disco
228,Accepted-In Progress,complete,Roger-Org line F,2010-02-15 08:33:11+00:00,Accepted-In Progress,Roger,Org line F,1-354090772,Variant 93,93,Fluxicon Disco
229,Accepted-Wait,complete,Roger-Org line F,2010-02-15 08:34:41+00:00,Accepted-Wait,Roger,Org line F,1-354090772,Variant 93,93,Fluxicon Disco
230,Accepted-In Progress,complete,Roger-Org line F,2010-03-02 12:59:28+00:00,Accepted-In Progress,Roger,Org line F,1-354090772,Variant 93,93,Fluxicon Disco
231,Queued-Awaiting Assignment,complete,Henrik-Org line A2,2010-03-02 13:01:04+00:00,Queued-Awaiting Assignment,Henrik,Org line A2,1-354090772,Variant 93,93,Fluxicon Disco
232,Accepted-In Progress,complete,Henrik-Org line A2,2010-03-02 13:07:11+00:00,Accepted-In Progress,Henrik,Org line A2,1-354090772,Variant 93,93,Fluxicon Disco
233,Accepted-Assigned,complete,Ewa-Org line A2,2010-03-02 13:07:48+00:00,Accepted-Assigned,Ewa,Org line A2,1-354090772,Variant 93,93,Fluxicon Disco
234,Accepted-Wait,complete,Ewa-Org line A2,2010-03-02 13:11:18+00:00,Accepted-Wait,Ewa,Org line A2,1-354090772,Variant 93,93,Fluxicon Disco
235,Accepted-Assigned,complete,Katarzyna-Org line A2,2011-04-11 06:48:47+00:00,Accepted-Assigned,Katarzyna,Org line A2,1-354090772,Variant 93,93,Fluxicon Disco
236,Accepted-Assigned,complete,Damian-Org line A2,2011-04-11 07:08:44+00:00,Accepted-Assigned,Damian,Org line A2,1-354090772,Variant 93,93,Fluxicon Disco
237,Accepted-Wait,complete,Damian-Org line A2,2011-11-23 10:55:49+00:00,Accepted-Wait,Damian,Org line A2,1-354090772,Variant 93,93,Fluxicon Disco
238,Completed-Closed,complete,Damian-Org line A2,2012-01-19 07:56:20+00:00,Completed-Closed,Damian,Org line A2,1-354090772,Variant 93,93,Fluxicon Disco
239,Accepted-Wait,complete,Tomas-Org line A2,2010-02-16 10:03:41+00:00,Accepted-Wait,Tomas,Org line A2,1-354350908,Variant 74,74,Fluxicon Disco
240,Accepted-In Progress,complete,Tomas-Org line A2,2011-09-01 22:16:31+00:00,Accepted-In Progress,Tomas,Org line A2,1-354350908,Variant 74,74,Fluxicon Disco
241,Accepted-In Progress,complete,Carrie-Org line A2,2012-01-20 07:40:03+00:00,Accepted-In Progress,Carrie,Org line A2,1-354350908,Variant 74,74,Fluxicon Disco
242,Completed-Closed,complete,Carrie-Org line A2,2012-01-20 07:40:20+00:00,Completed-Closed,Carrie,Org line A2,1-354350908,Variant 74,74,Fluxicon Disco
243,Accepted-Wait,complete,Tomas-Org line A2,2010-02-16 10:04:37+00:00,Accepted-Wait,Tomas,Org line A2,1-354376900,Variant 74,74,Fluxicon Disco
244,Accepted-In Progress,complete,Tomas-Org line A2,2011-09-01 22:16:15+00:00,Accepted-In Progress,Tomas,Org line A2,1-354376900,Variant 74,74,Fluxicon Disco
245,Accepted-In Progress,complete,Carrie-Org line A2,2012-02-01 09:16:03+00:00,Accepted-In Progress,Carrie,Org line A2,1-354376900,Variant 74,74,Fluxicon Disco
246,Completed-Closed,complete,Carrie-Org line A2,2012-02-01 09:16:53+00:00,Completed-Closed,Carrie,Org line A2,1-354376900,Variant 74,74,Fluxicon Disco
247,Accepted-In Progress,complete,Henrik-Org line A2,2010-02-23 12:10:59+00:00,Accepted-In Progress,Henrik,Org line A2,1-356055231,Variant 94,94,Fluxicon Disco
248,Accepted-Wait,complete,Henrik-Org line A2,2010-02-23 12:13:19+00:00,Accepted-Wait,Henrik,Org line A2,1-356055231,Variant 94,94,Fluxicon Disco
249,Queued-Awaiting Assignment,complete,Henrik-Org line A2,2010-03-02 12:44:01+00:00,Queued-Awaiting Assignment,Henrik,Org line A2,1-356055231,Variant 94,94,Fluxicon Disco
250,Accepted-In Progress,complete,Katarzyna-Org line A2,2010-03-02 12:46:47+00:00,Accepted-In Progress,Katarzyna,Org line A2,1-356055231,Variant 94,94,Fluxicon Disco
251,Accepted-Wait,complete,Katarzyna-Org line A2,2010-03-02 12:46:58+00:00,Accepted-Wait,Katarzyna,Org line A2,1-356055231,Variant 94,94,Fluxicon Disco
252,Accepted-Assigned,complete,Damian-Org line A2,2011-11-28 07:20:33+00:00,Accepted-Assigned,Damian,Org line A2,1-356055231,Variant 94,94,Fluxicon Disco
253,Accepted-Wait,complete,Damian-Org line A2,2011-11-28 07:20:57+00:00,Accepted-Wait,Damian,Org line A2,1-356055231,Variant 94,94,Fluxicon Disco
254,Completed-Closed,complete,Damian-Org line A2,2012-01-19 07:59:01+00:00,Completed-Closed,Damian,Org line A2,1-356055231,Variant 94,94,Fluxicon Disco
255,Accepted-In Progress,complete,Carolyn-Org line G3,2010-02-26 12:39:44+00:00,Accepted-In Progress,Carolyn,Org line G3,1-356879617,Variant 95,95,Fluxicon Disco
256,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-02-26 12:45:58+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-356879617,Variant 95,95,Fluxicon Disco
257,Accepted-In Progress,complete,Naga-Org line A2,2010-02-26 17:04:51+00:00,Accepted-In Progress,Naga,Org line A2,1-356879617,Variant 95,95,Fluxicon Disco
258,Accepted-In Progress,complete,Naga-Org line A2,2010-02-26 17:08:30+00:00,Accepted-In Progress,Naga,Org line A2,1-356879617,Variant 95,95,Fluxicon Disco
259,Accepted-In Progress,complete,Naga-Org line A2,2010-02-26 17:09:05+00:00,Accepted-In Progress,Naga,Org line A2,1-356879617,Variant 95,95,Fluxicon Disco
260,Accepted-In Progress,complete,Naga-Org line A2,2010-02-26 17:09:42+00:00,Accepted-In Progress,Naga,Org line A2,1-356879617,Variant 95,95,Fluxicon Disco
261,Accepted-In Progress,complete,Naga-Org line G3,2010-02-26 17:11:57+00:00,Accepted-In Progress,Naga,Org line G3,1-356879617,Variant 95,95,Fluxicon Disco
262,Accepted-Assigned,complete,Carolyn-Org line G3,2010-02-26 17:12:06+00:00,Accepted-Assigned,Carolyn,Org line G3,1-356879617,Variant 95,95,Fluxicon Disco
263,Accepted-In Progress,complete,Ewa-Org line G3,2012-01-19 09:01:46+00:00,Accepted-In Progress,Ewa,Org line G3,1-356879617,Variant 95,95,Fluxicon Disco
264,Completed-Closed,complete,Ewa-Org line G3,2012-01-19 09:02:07+00:00,Completed-Closed,Ewa,Org line G3,1-356879617,Variant 95,95,Fluxicon Disco
265,Accepted-In Progress,complete,Carolyn-Org line G3,2010-03-01 05:54:12+00:00,Accepted-In Progress,Carolyn,Org line G3,1-357087417,Variant 2,2,Fluxicon Disco
266,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-03-01 06:04:33+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-357087417,Variant 2,2,Fluxicon Disco
267,Accepted-In Progress,complete,Naga-Org line G3,2010-03-01 10:53:51+00:00,Accepted-In Progress,Naga,Org line G3,1-357087417,Variant 2,2,Fluxicon Disco
268,Accepted-Assigned,complete,Carolyn-Org line G3,2010-03-01 11:00:54+00:00,Accepted-Assigned,Carolyn,Org line G3,1-357087417,Variant 2,2,Fluxicon Disco
269,Accepted-In Progress,complete,Ewa-Org line G3,2011-12-28 15:01:17+00:00,Accepted-In Progress,Ewa,Org line G3,1-357087417,Variant 2,2,Fluxicon Disco
270,Completed-Closed,complete,Ewa-Org line G3,2012-01-30 11:30:21+00:00,Completed-Closed,Ewa,Org line G3,1-357087417,Variant 2,2,Fluxicon Disco
271,Accepted-In Progress,complete,Reine-Org line G4,2010-03-02 10:41:18+00:00,Accepted-In Progress,Reine,Org line G4,1-357610411,Variant 3,3,Fluxicon Disco
272,Accepted-Wait,complete,Reine-Org line G4,2010-09-19 07:21:17+00:00,Accepted-Wait,Reine,Org line G4,1-357610411,Variant 3,3,Fluxicon Disco
273,Completed-Closed,complete,Reine-Org line G4,2012-02-01 15:42:48+00:00,Completed-Closed,Reine,Org line G4,1-357610411,Variant 3,3,Fluxicon Disco
274,Accepted-In Progress,complete,Daniel-Org line G4,2010-03-03 18:25:03+00:00,Accepted-In Progress,Daniel,Org line G4,1-358038911,Variant 96,96,Fluxicon Disco
275,Unmatched-Unmatched,complete,Daniel-Org line G4,2010-03-11 14:44:02+00:00,Unmatched-Unmatched,Daniel,Org line G4,1-358038911,Variant 96,96,Fluxicon Disco
276,Accepted-In Progress,complete,Daniel-Org line G4,2010-08-16 09:54:31+00:00,Accepted-In Progress,Daniel,Org line G4,1-358038911,Variant 96,96,Fluxicon Disco
277,Accepted-Wait,complete,Daniel-Org line G4,2010-08-16 10:13:10+00:00,Accepted-Wait,Daniel,Org line G4,1-358038911,Variant 96,96,Fluxicon Disco
278,Accepted-In Progress,complete,Helene-Org line G4,2012-01-17 06:59:31+00:00,Accepted-In Progress,Helene,Org line G4,1-358038911,Variant 96,96,Fluxicon Disco
279,Completed-Closed,complete,Helene-Org line G4,2012-01-17 06:59:59+00:00,Completed-Closed,Helene,Org line G4,1-358038911,Variant 96,96,Fluxicon Disco
280,Accepted-In Progress,complete,Katarzyna-Org line A2,2010-03-08 08:17:56+00:00,Accepted-In Progress,Katarzyna,Org line A2,1-358776870,Variant 3,3,Fluxicon Disco
281,Accepted-Wait,complete,Katarzyna-Org line A2,2010-03-08 08:19:32+00:00,Accepted-Wait,Katarzyna,Org line A2,1-358776870,Variant 3,3,Fluxicon Disco
282,Completed-Closed,complete,Katarzyna-Org line A2,2012-03-30 08:59:03+00:00,Completed-Closed,Katarzyna,Org line A2,1-358776870,Variant 3,3,Fluxicon Disco
283,Accepted-In Progress,complete,Damian-Org line A2,2010-03-09 10:28:51+00:00,Accepted-In Progress,Damian,Org line A2,1-359215498,Variant 45,45,Fluxicon Disco
284,Accepted-Assigned,complete,Damian-Org line A2,2011-04-11 07:09:41+00:00,Accepted-Assigned,Damian,Org line A2,1-359215498,Variant 45,45,Fluxicon Disco
285,Accepted-Assigned,complete,Katarzyna-Org line A2,2011-04-11 07:11:23+00:00,Accepted-Assigned,Katarzyna,Org line A2,1-359215498,Variant 45,45,Fluxicon Disco
286,Accepted-Wait,complete,Katarzyna-Org line A2,2011-11-28 07:21:08+00:00,Accepted-Wait,Katarzyna,Org line A2,1-359215498,Variant 45,45,Fluxicon Disco
287,Completed-Closed,complete,Katarzyna-Org line A2,2012-03-30 09:01:23+00:00,Completed-Closed,Katarzyna,Org line A2,1-359215498,Variant 45,45,Fluxicon Disco
288,Accepted-In Progress,complete,Eva-Org line V2,2010-03-11 09:02:02+00:00,Accepted-In Progress,Eva,Org line V2,1-359781492,Variant 1,1,Fluxicon Disco
